Class,Subclass2,Subclass3,Subclass4,Subclass5,Subclass6,Subclass7,Subclass8,nuclex_nid,parent_OBO,obo_id,obo_axiom,radlex_purl,radlex_axiom,playbook_rpid,umls_cui,umls_axiom,nci_thesaurus_code,nci_thesaurus_axiom,snomedct_code,snomedct_axiom,ibsi_code,ibsi_axiom,dicom_code,Other,Other_axiom,Measurement?,Assignment ID,Approver/Endorser ID,Comments,Synonyms,Definitions ,ro:has_part,ro:is_part_of,ro:uses,ro:is_made_of,ro:treats,ro:has_input,ro:has_output,ro:is_about,nuclex:is_theranostic_pair,nuclex:binds_to,nuclex:is_radiolabeled_analog_of,,,,,,,
,,,,four-quadrant bar phantom,,,,nuclex:000842,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,quadrant bar phantom,"A nuclear medicine bar phantom divided into four sections, each containing parallel radio-opaque bars of a different width and spacing, used for visual assessment of gamma camera resolution.",,,,,,,,,,,,,,,,,,
,,,,parallel line equal spacing phantom,,,,nuclex:000843,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,"PLES phantom, slit phantom","A nuclear medicine bar phantom consisting of parallel radio-opaque bars of uniform width and spacing across the entire field of view, used to measure gamma camera spatial linearity and resolution.",,,,,,,,,,,,,,,,,,
,,,nuclear medicine/computed tomography coregistration phantom,,,,,nuclex:000844,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,"coregistration phantom, alignment phantom","A phantom containing structures or fiducial markers that are visible on both nuclear medicine (PET/SPECT) and CT modalities, used to evaluate and calibrate the spatial alignment between the two imaging systems.",,,,,,,,,,,,,,,,,,
,,,,volumetric quality control phantom,,,,nuclex:000845,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,VQC phantom,A specific nuclear medicine/computed tomography coregistration phantom made out of foam with radioactive inserts that are visible in both nuclear medicine and CT images. ,,,,,,,,,,,,,,,,,,
,radiation measurement device,,,,,,,nuclex:000846,,http://purl.obolibrary.org/obo/OBI_0001086,,,,,,,,,,,,,,,,,,1001;1002;1003,,radiation detector,,,,,,,,,,,,,,,,,,,
,,activity assay device,,,,,,nuclex:000847,,,,,,,,,,,,,,,,,,,,1001;1002;1003,IUPAC suggest the term activity over radioactivity,"radioactivity assay device, activity measurement device, radioactivity measurement device",A device used to measure and quantify the activity in a radioactive sample.,,,,,,,,,,,,,,,,,,
,,,radionuclide calibrator,,,,,nuclex:000848,,,,,,,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C94887,,,,,,,,,,,1001;1002;1003,,"dose calibrator, activity meter, radioactivity meter",,,,,,,,,,,,,,,,,,,
,,,well-type scintillation counter,,,,,nuclex:000849,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,"wipe test counter, well counter",,,,,,,,,,,,,,,,,,,
,,,,auto gamma counter,,,,nuclex:000850,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,gamma counter,,,,,,,,,,,,,,,,,,,
,,,,multi-well counter,,,,nuclex:000851,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,multi-well gamma counter,,,,,,,,,,,,,,,,,,,
,,,liquid scintillation counter,,,,,nuclex:000852,,,,,,,,,,,http://purl.bioontology.org/ontology/SNOMEDCT/462902009,,,,,,,,,1001;1002;1003,,liquid scintillator,,,,,,,,,,,,,,,,,,,
,,,thyroid probe,,,,,nuclex:000853,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,uptake probe,,,,,,,,,,,,,,,,,,,
,,radiation survey instrument,,,,,,nuclex:000854,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,surveymeter,,,,,,,,,,,,,,,,,,,
,,,gas-filled detector instrument,,,,,nuclex:000855,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,gas-filled detector,,,,,,,,,,,,,,,,,,,
,,,,ionization chamber survey meter,,,,nuclex:000856,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,ionization chamber surveymeter,,,,,,,,,,,,,,,,,,,
,,,,survey meter,,,,nuclex:000857,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,surveymeter,,,,,,,,,,,,,,,,,,,
,,,,Geiger-Muller counter,,,,nuclex:000858,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,"Geiger counter, GM counter",,,,,,,,,,,,,,,,,,,
,,,,,pancake probe Geiger-Muller counter,,,nuclex:000859,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,pancake surveymeter,,,,,,,,,,,,,,,,,,,
,,,,,energy-compensated Geiger-Muller probe,,,nuclex:000860,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,,,,,,,,,,,,,,,,,,,,
,,,,,telescopic tube Geiger-Muller counter,,,nuclex:000861,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,"Telepole, telescopic survey meter",,,,,,,,,,,,,,,,,,,
,,,,proportional counter,,,,nuclex:000862,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,,,,,,,,,,,,,,,,,,,,
,,,scintillation detector instrument,,,,,nuclex:000863,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,scintillation detector,,,,,,,,,,,,,,,,,,,
,,,,sodium iodide survey meter,,,,nuclex:000864,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,"NaI survey meter, NaI probe",,,,,,,,,,,,,,,,,,,
,,,,plastic scintillation survey meter,,,,nuclex:000865,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,plastic alpha detector,,,,,,,,,,,,,,,,,,,
,,,,ZnS(Ag) scintillation survey meter,,,,nuclex:000866,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,alpha detector,,,,,,,,,,,,,,,,,,,
,,,neutron survey meter,,,,,nuclex:000867,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,,A polyethylene sphere with an internal borated layer attached to a ratemeter. ,,,,,,,,,,,,,,,,,,
,,radiation dosimetry device,,,,,,nuclex:000868,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,dosimeter,,,,,,,,,,,,,,,,,,,
,,,passive dosimeter,,,,,nuclex:000869,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,in-direct dosimetet,,,,,,,,,,,,,,,,,,,
,,,,thermoluminescent dosimeter,,,,nuclex:000870,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,TLD,,,,,,,,,,,,,,,,,,,
,,,,,body thermoluminescent dosimeter,,,nuclex:000871,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,body TLD,,,,,,,,,,,,,,,,,,,
,,,,,ring thermoluminescent dosimeter,,,nuclex:000872,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,ring TLD,,,,,,,,,,,,,,,,,,,
,,,,,eye lens thermoluminescent dosimeter,,,nuclex:000873,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,eye lens TLD,,,,,,,,,,,,,,,,,,,
,,,,optically stimulated luminescence dosimeter,,,,nuclex:000874,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,"OSLD, OSL, OSL dosimeter",,,,,,,,,,,,,,,,,,,
,,,,film dosimeter,,,,nuclex:000875,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,"film badge, film dosimeter badge",,,,,,,,,,,,,,,,,,,
,,,electronic personal dosimeter,,,,,nuclex:000876,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,EPD,,,,,,,,,,,,,,,,,,,
component,,,,,,,,nuclex:000877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medical device component,,,,,,,nuclex:000878,,,,,,,,,,,,,,,,,,,1005,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,nuclear medicine device component,,,,,,nuclex:000879,,,,,,,,,,,,,,,,,,,1005,1001;1002,,NM device component,,,,,,,,,,,,,,,,,,,
,,,nuclear medicine collimator cart,,,,,nuclex:000880,,,,,,,,,,,,,,,,,,,1005,1001;1002,,collimator cart,,,,,,,,,,,,,,,,,,,
,,,nuclear medicine collimator,,,,,nuclex:000881,,,,http://www.radlex.org/RID/RID10942,,,,,,,,,,,,,,,1003,1001;1002,Needs to be changed in RadLex from nuclear collimator geometry,,,,,,,,,,,,,,,,,,,,
,,,,converging collimator,,,,nuclex:000882,,,,http://www.radlex.org/RID/RID10955,,,,,,,,,,,,,,,1003,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,,diverging collimator ,,,,nuclex:000883,,,,http://www.radlex.org/RID/RID10954,,,,,,,,,,,,,,,1003,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,,fan beam collimator,,,,nuclex:000884,,,,,,,,,,,,,,,,,,,1003,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,,parallel hole collimator,,,,nuclex:000885,,,,http://www.radlex.org/RID/RID10943,,,,,,,,,,,,,,,1003,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,,,low energy parallel hole collimator,,,nuclex:000886,,,,http://www.radlex.org/RID/RID10944,,,,,,,,,,,,,,,1003,1001;1002,,"LE, low-energy collimator",,,,,,,,,,,,,,,,,,,
,,,,,,low energy general purpose collimator,,nuclex:000887,,,,http://www.radlex.org/RID/RID10947,,,,,,,,,,,,,,,1003,1001;1002,Needs to be changed in Radlex,LEGP collimator,,,,,,,,,,,,,,,,,,,
,,,,,,low energy high sensitivity collimator,,nuclex:000888,,,,http://www.radlex.org/RID/RID10948,,,,,,,,,,,,,,,1003,1001;1002,Needs to be changed in Radlex,LEHS collimator,,,,,,,,,,,,,,,,,,,
,,,,,,low energy all purpose collimator,,nuclex:000889,,,,,,,,,,,,,,,,,,,1003,1001;1002,Needs to be changed in Radlex,LEAP collimator,,,,,,,,,,,,,,,,,,,
,,,,,,low energy high-resolution collimator,,nuclex:000890,,,,http://www.radlex.org/RID/RID10946,,,,,,,,,,,,,,,1003,1001;1002,Needs to be changed in Radlex,LEHR collimator,,,,,,,,,,,,,,,,,,,
,,,,,,low energy ultra-high resolution collimator,,nuclex:000891,,,,http://www.radlex.org/RID/RID10945,,,,,,,,,,,,,,,1003,1001;1002,Needs to be changed in Radlex,LEUHR collimator,,,,,,,,,,,,,,,,,,,
,,,,,medium energy parallel hole collimator,,,nuclex:000892,,,,http://www.radlex.org/RID/RID10949,,,,,,,,,,,,,,,1003,1001;1002,,ME collimator,,,,,,,,,,,,,,,,,,,
,,,,,,medium energy general purpose collimator,,nuclex:000893,,,,http://www.radlex.org/RID/RID10951,,,,,,,,,,,,,,,1003,1001;1002,Needs to be changed in Radlex,MEGP collimator,,,,,,,,,,,,,,,,,,,
,,,,,,medium energy high-resolution collimator,,nuclex:000894,,,,http://www.radlex.org/RID/RID10950,,,,,,,,,,,,,,,1003,1001;1002,Needs to be changed in Radlex,MEHR collimator,,,,,,,,,,,,,,,,,,,
,,,,,,medium energy low penetration collimator ,,nuclex:000895,,,,,,,,,,,,,,,,,,,1003,1001;1002,Needs to be changed in Radlex,MELP collimator,,,,,,,,,,,,,,,,,,,
,,,,,high energy parallel hole collimator,,,nuclex:000896,,,,http://www.radlex.org/RID/RID10952,,,,,,,,,,,,,,,1003,1001;1002,,HE collimator,,,,,,,,,,,,,,,,,,,
,,,,,,high energy parallel hole collimator general purpose,,nuclex:000897,,,,,,,,,,,,,,,,,,,1003,1001;1002,,HEGP collimator,,,,,,,,,,,,,,,,,,,
,,,,,ultra-high energy parallel hole collimator,,,nuclex:000898,,,,http://www.radlex.org/RID/RID10953,,,,,,,,,,,,,,,1003,1001;1002,,UH parallel hole collimator,,,,,,,,,,,,,,,,,,,
,,,,pinhole collimator,,,,nuclex:000899,,,,,,,,,,,,,,,,,,,1003,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,,,multi-pinhole collimator,,,nuclex:000900,,,,,,,,,,,,,,,,,,,1003,1001;1002,,multi pinhole,,,,,,,,,,,,,,,,,,,
,,,,axial septa,,,,nuclex:000901,,,,,,,,,,,,,,,,,,,1003,1001;1002,,"2D septa, 2D PET collimator",,,,,,,,,,,,,,,,,,,
,,,,ring collimator,,,,nuclex:000902,,,,http://www.radlex.org/RID/RID10956,,,,,,,,,,,,,,,1003,1001;1002,,,,,,,,,,,,,,,,,,,,,
,ionizing radiation detector component,,,,,,,nuclex:000903,,,,,,,,,,,,,,,,,,,1010,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,light sensor component,,,,,,nuclex:000904,,,,,,,,,,,,,,,,,,,1010,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,photomultiplier tube,,,,,nuclex:000905,,http://purl.obolibrary.org/obo/OBI_0400084,,,,,,,,,,,,,,,,,1010,1001;1002,,PMT,,,,,,,,,,,,,,,,,,,
,,,silicon photomultiplier,,,,,nuclex:000906,,,,,,,,,,,,,,,,,,,1010,1001;1002,,SiPM,,,,,,,,,,,,,,,,,,,
,,,avalanche photodiode,,,,,nuclex:000907,,http://purl.obolibrary.org/obo/OBI_0400011,,,,,,,,,,,,,,,,,1010,1001;1002,,"APD, Geiger-mode avalanche photodiode, GAPD",,,,,,,,,,,,,,,,,,,
,,gas-filled chamber,,,,,,nuclex:000908,,,,,,,,,,,,,,,,,,,1010,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,scintillator,,,,,,nuclex:000909,,,,,,,,,,,,,,,,,,,1010,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,semiconductor detector,,,,,,nuclex:000910,,,,,,,,,,,,,,,,,,,1010,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,pulse height analyzer ,,,,,,nuclex:000911,,,,,,,,,,,,,,,,,,,1010,1001;1002,,PHA,,,,,,,,,,,,,,,,,,,
,,coincidence circuit,,,,,,nuclex:000912,,,,,,,,,,,,,,,,,,,1010,1001;1002,,,,,,,,,,,,,,,,,,,,,
material,,,,,,,,nuclex:000913,,,,http://www.radlex.org/RID/RID7479,,,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48187,,,,,,,,,,,1001;1002;1003,,"non-anatomical substance, material",,,,,,,,,,,,,,,,,,,
,detector material,,,,,,,nuclex:000914,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,,,,,,,,,,,,,,,,,,,,
,,ionizing radiation detector material,,,,,,nuclex:000915,,,,,,,,,,,,,,,,,,,,1001;1002;1003,Needs to be changed in Radlex,,,,,,,,,,,,,,,,,,,,
,,,ionizing radiation solid state detector material,,,,,nuclex:000916,,,,http://www.radlex.org/RID/RID10971,,,,,,,,,,,,,,,,1001;1002;1003,Needs to be changed in Radlex,"semiconductor detector matieral, solid state detector material",,,,,,,,,,,,,,,,,,,
,,,,cadmium zinc telluride,,,,nuclex:000917,,,,http://www.radlex.org/RID/RID10973,,,,,,,,,,,,,,,,1001;1002;1003,,CZT,,,,,,,,,,,,,,,,,,,
,,,,cadmium telluride,,,,nuclex:000918,,"http://purl.obolibrary.org/obo/CHEBI_232800",,http://www.radlex.org/RID/RID10972,,,,,,,,,,,,,,,,1001;1002;1003,,CdTe,,,,,,,,,,,,,,,,,,,
,,,,cadmium iodide,,,,nuclex:000919,,,,http://www.radlex.org/RID/RID10975,,,,,,,,,,,,,,,,1001;1002;1003,,CdI2,,,,,,,,,,,,,,,,,,,
,,,,high-purity germanium,,,,nuclex:000920,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,HPGe,,,,,,,,,,,,,,,,,,,
,,,ionizing radiation scintillation detector material,,,,,nuclex:000921,,,,http://www.radlex.org/RID/RID10994,,,,,,,,,,,,,,,,1001;1002;1003,Needs to be changed in Radlex,,,,,,,,,,,,,,,,,,,,
,,,,crystal scintillator,,,,nuclex:000922,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,,,,,,,,,,,,,,,,,,,,
,,,,,organic crystal scintillator,,,nuclex:000923,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,,,,,,,,,,,,,,,,,,,,
,,,,,inorganic crystal scintillator,,,nuclex:000924,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,,,,,,,,,,,,,,,,,,,,
,,,,,,bismuth germanate oxide,,nuclex:000925,,,,http://www.radlex.org/RID/RID10995,,,,,,,,,,,,,,,,1001;1002;1003,Needs to be changed in Radlex,BGO,,,,,,,,,,,,,,,,,,,
,,,,,,lutetium-based scintillator,,nuclex:000926,,,,,,,,,,,,,,,,,,,,1001;1002;1003,Needs to be changed in Radlex,LBS,,,,,,,,,,,,,,,,,,,
,,,,,,,lutetium oxyorthosilicate,nuclex:000927,,,,http://www.radlex.org/RID/RID10997,,,,,,,,,,,,,,,,1001;1002;1003,Needs to be changed in Radlex,LSO,,,,,,,,,,,,,,,,,,,
,,,,,,,lutetium yttrium oxyorthosilicate,nuclex:000928,,,,http://www.radlex.org/RID/RID10999,,,,,,,,,,,,,,,,1001;1002;1003,Needs to be changed in Radlex,LYSO,,,,,,,,,,,,,,,,,,,
,,,,,,sodium iodide,,nuclex:000929,,http://purl.obolibrary.org/obo/CHEBI_33167,,http://www.radlex.org/RID/RID11003,,,,,,,,,,,,,,,,1001;1002;1003,Needs to be changed in Radlex,"NaI, sodium iodide",,,,,,,,,,,,,,,,,,,
,,,,,,,sodium iodide doped with thallium,nuclex:000930,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,"NaI(Tl), sodium iodide dope with thallium",,,,,,,,,,,,,,,,,,,
,,,,,,gadolinium oxyorthosilicate,,nuclex:000931,,,,http://www.radlex.org/RID/RID11001,,,,,,,,,,,,,,,,1001;1002;1003,Needs to be changed in Radlex,GSO,,,,,,,,,,,,,,,,,,,
,,,,,,cesium iodide,,nuclex:000932,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,CsI,,,,,,,,,,,,,,,,,,,
,,,,,,,cesium iodide doped with thallium,nuclex:000933,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,CsI(Tl),,,,,,,,,,,,,,,,,,,
,,,,,,lanthanum(III) bromide,,nuclex:000934,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,LaBr3,,,,,,,,,,,,,,,,,,,
,,,,plastic scintillator,,,,nuclex:000935,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,"plastic scintillation material, plastic scintillation detector",,,,,,,,,,,,,,,,,,,
,,,,liquid scintillator,,,,nuclex:000936,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,,,,,,,,,,,,,,,,,,,,
,,,ionizing radiation gas detector material,,,,,nuclex:000937,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,,,,,,,,,,,,,,,,,,,,
,,,,pressurized argon,,,,nuclex:000938,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,,,,,,,,,,,,,,,,,,,,
medical imaging property,,,,,,,,nuclex:000939,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,,,,,,,,,,,,,,,,,,,,
,imaging procedure property,,,,,,,nuclex:000940,,,,http://www.radlex.org/RID/RID35976,,,,,,,,,,,,,,,,1001;1002;1010,,,,,,,,,,,,,,,,,,,,,
,,image acquisition setting,,,,,,nuclex:000941,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,acquisition setting,,,,,,,,,,,,,,,,,,,
,,,nuclear medicine image acquisition setting,,,,,nuclex:000942,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,"NM acquisition setting, nuclear medicine acquisition setting, nuclear medicine acquisition parameter, nuclear medicine imaging parameters",,,,,,,,,,,,,,,,,,,
,,,,nuclear medicine acquisition type,,,,nuclex:000943,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,"NM acquisition type, ",,,,,,,,,,,,,,,,,,,
,,,,,static acquisition,,,nuclex:000944,,,,http://www.radlex.org/RID/RID43597,,,,,,,,,,,,,,,,1001;1002;1010,Requires stationary detector acquisition,"snapshot acquisition, spot view","An image acquisition setting where imaging signal is integrated over the entire acquisition time frame, resulting in a single reconstructed image set. ",,,,,,,,,,,,,,,,,,
,,,,,dynamic acquisition,,,nuclex:000945,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,"multi-frame acquisition, kinetic acquisition, multi-time frame acquisition, list mode acquisition",,,,,,,,,,,,,,,,,,,
,,,,,,whole-body dynamic acquisition,,nuclex:000946,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,"WB dynamic acquisition, whole-body dynamic scan, WB dynamic scan",,,,,,,,,,,,,,,,,,,
,,,,,tomographic acquisition,,,nuclex:000947,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,tomo acquisition,,,,,,,,,,,,,,,,,,,
,,,,,gated acquisition,,,nuclex:000948,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,"temporally rebinned acquisition, temporally sampled acquisition",,,,,,,,,,,,,,,,,,,
,,,,,,cardiac gated acquisition,,nuclex:000949,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,,,,,,,,,,,,,,,,,,,,
,,,,,,,electrocardiogram gated acquisition,nuclex:000950,,,,http://www.radlex.org/RID/RID11250,,,,,,,,,,,,,,,,1001;1002;1010,,"ECG gating acquisition, EKG gating acquisition",,,,,,,,,,,,,,,,,,,
,,,,,,,peripheral pulse gated acquisition,nuclex:000951,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,pulse gating acquisition,,,,,,,,,,,,,,,,,,,
,,,,,,respiratory gated acquisition,,nuclex:000952,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,,,,,,,,,,,,,,,,,,,,
,,,,,,,external fiducial tracking respiratory gated acquisition,nuclex:000953,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,"RPM gated acquisition, ",,,,,,,,,,,,,,,,,,,
,,,,,,,pressure-sensitive belt respiratory gated acquisition,nuclex:000954,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,"bellows respiratory gated acquisition, bellows gated acquisition, belt gated acquisition, belt respiratory gated acquisition, pressure-sensitive belt gated acquisition",,,,,,,,,,,,,,,,,,,
,,,,,,multi-gated acquisition,,nuclex:000955,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,"cardiac respiratory gated acquisition, respiratory cardiac gated acquisition, dual-gated acquisition, ECG and respiratory gated acquisition",,,,,,,,,,,,,,,,,,,
,,,,,,,,nuclex:000956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,nuclear medicine image axial coverage setting,,,,nuclex:000957,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,"nuclear medicine image axial length setting, nuclear medicine image axial coverage property, nuclear medicine image axial length, image axial coverage, nuclear medicine image axial coverage,",,,,,,,,,,,,,,,,,,,
,,,,,single-bed acquisition,,,nuclex:000958,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,single-bed position acquisition,,,,,,,,,,,,,,,,,,,
,,,,,multi-bed acquisition,,,nuclex:000959,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,"multiple bed acquisition, multiple bed position acquisition",,,,,,,,,,,,,,,,,,,
,,,,,organ focused acquisition,,,nuclex:000960,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,organ-specific acquisition,,,,,,,,,,,,,,,,,,,
,,,,,whole-body acquisition,,,nuclex:000961,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,"head-to-toes acquisition, full-body acquisition, WB acquisition, WB scan, whole body scan, total body acquisition, whole-body scan",,,,,,,,,,,,,,,,,,,
,,,,,partial-body acquisition,,,nuclex:000962,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,limited-body acquisition,,,,,,,,,,,,,,,,,,,
,,,,,,eyes-to-thighs acquisition,,nuclex:000963,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,eyes to thighs,,,,,,,,,,,,,,,,,,,
,,,,,,skull base-to-thighs acquisition,,nuclex:000964,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,skull to thighs,,,,,,,,,,,,,,,,,,,
,,,,,,head-to-thighs acquisition,,nuclex:000965,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,head to thighs,,,,,,,,,,,,,,,,,,,
,,,,,,neck-to-thighs acquisition,,nuclex:000966,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,neck to thighs,,,,,,,,,,,,,,,,,,,
,,,,,number of bed positions,,,nuclex:000967,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,"number of beds, number of table stops",,,,,,,,,,,,,,,,,,,
,,,,,two-scan whole-body acquisition,,,nuclex:000968,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,"split scan, two-part acquisition, patient flip scan",,,,,,,,,,,,,,,,,,,
,,,,,,legs acquisition,,nuclex:000969,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,nuclex:000970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,nuclex:000971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,nuclex:000972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,nuclex:000973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,nuclear medicine bed motion setting,,,,nuclex:000974,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,NM bed motion setting,,,,,,,,,,,,,,,,,,,
,,,,,continuous table motion tomographic acquisition,,,nuclex:000975,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,"flow mode acquisition, continuous table movement tomographic acquisition, CBM acquisition, continuous bed motion acquisition",,,,,,,,,,,,,,,,,,,
,,,,,static bed position acquisition,,,nuclex:000976,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,"step-and-shoot, step and shoot acquisition, multiple bed position acquisition",,,,,,,,,,,,,,,,,,,
,,,,,sweep acquisition,,,nuclex:000977,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,continuous table motion planar acquisition,,,,,,,,,,,,,,,,,,,
,,,,,,whole-body sweep acquisition,,nuclex:000978,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,"whole body acquisition, whole body planar acquisition",,,,,,,,,,,,,,,,,,,
,,,,nuclear medicine image acquisition duration,,,,nuclex:000979,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,"PET acquisition duration, SPECT acquisition duration, planar acquisition duration",,,,,,,,,,,,,,,,,,,
,,,,,acquisition duration per bed position,,,nuclex:000980,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,"bed acquisition duration, field-of-view acquisition duration, FOV acquisition duration, time per bed",The total acquisition duration per nuclear medicine bed position.,,,,,,,,,,,,,,,,,,
,,,,,frame duration per rotational step,,,nuclex:000981,,,,,,,,,,,,,,,"DICOM: (0018,1242)",,,,,1001;1002;1010,,"time per step, time per rotation, actual frame duration, time per angle",The duration of an individual angular step in a tomographic acquisition. ,,,,,,,,,,,,,,,,,,
,,,,,dynamic acquisition frame duration,,,nuclex:000982,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,The duration of an individual frame of a dynamic nuclear medicine acquisition. ,,,,,,,,,,,,,,,,,,,
,,,,,nuclear medicine phase duration sequence,,,nuclex:000983,,,,,,,,,,,,,,,"DICOM: (0054,0032)",,,,,1001;1002;1010,,phase information sequence,A sequence that specifies the duration of individual frames and the number of consecutive frames acquired at that duration for each distinct phase of a dynamic nuclear medicine study.,,,,,,,,,,,,,,,,,,
,,,,,total scan acquisition duration,,,nuclex:000984,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,total scan time,The total acquisition duration of a nuclear medicine scan. ,,,,,,,,,,,,,,,,,,
,,,,,effective imaging duration,,,nuclex:000985,,,,,,,,,,,,,,,"DICOM: (0054,0073)",,,,,1001;1002;1010,"Is this an average over an entire bed position, or per cycle? ","time slot time, effective imaging time, accepted duration","The total accumulated time spent gathering counts for a specific frame, accounting for respiratory or cardiac gating.",,,,,,,,,,,,,,,,,,
,,,,,acquisition stop condition,,,nuclex:000986,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,stop condition,"*stop due to condition, such as counts and/or time*",,,,,,,,,,,,,,,,,,
